;; -*- coding: utf-8 -*--
a-bi-guo-min-yin-hang 阿比国民银行
fu-jian-ya-zhou-yin-hang 福建亚洲银行
fu-kong 腹空
fu-kuan 付款
fu-kuan-bao-zhang 付款保障
fu-kuan-fang-shi 付款方式
fu-kuan-jiao-huo 付款交货
fu-kuan-li-shi 付款历史
fu-kuan-ping-zheng 付款凭证
fu-kuan-qi-xian 付款期限
fu-kuan-tiao-jian 付款条件
fu-kuan-zhou-qi 付款周期
fu-kuan-zi-liao 付款资料
fu-lang-te-tou-zi 芙浪特投资
fu-li 复利
fu-li-cai-piao 福利彩票
fu-li-de-man-li-lun 弗里德曼理论
fu-li-heng-wai-hui-wang 富利恒外汇网
fu-li-lv 负利率
fu-li-xi 负利息
fu-li-zhai-quan 复利债券
fu-lin-tou-zi 富淋投资
fu-mei-shang-shi 赴美上市
fu-mian-ying-xiang 负面影响
fu-nv-yin-hang 妇女银行
fu-quan 复权
fu-quan-li-gu-piao 附权利股票
fu-quan-zheng-quan 附权证券
fu-shi-yin-hang 富士银行
fu-shou-yi 负收益
fu-shu-rong-zi-gong-si 附属融资公司
fu-te-cai-tuan 福特财团
fu-te-sai 福特赛
fu-tiao-jian-xiao-shou-xie-yi 附条件销售协议
fu-tong-yin-hang 富通银行
fu-wu-dai-li-ji-gou 服务代理机构
fu-wu-gong-si 服务公司
fu-wu-he-tong 服务合同
fu-wu-jia-ge 服务价格
fu-wu-wang-luo 服务网络
fu-wu-xie-yi 服务协议
fu-wu-ying-xiao 服务营销
fu-xi 付息
fu-xi-guo-zhai 附息国债
fu-xi-ri 付息日
fu-xi-tou-zi 福禧投资
fu-xi-zhai-quan 附息债券
fu-ye-deng-ji 复业登记
fu-ye-guan-li 复业管理
fu-ye-xin-xi 复业信息
fu-yu-dai-biao-xing 富于代表性
fu-ze-dai-li 负责代理
fu-ze-guo-jia 负责国家
fu-zhai 负债
fu-zhai-da-hu 负债大户
fu-zhai-he-ji 负债合计
fu-zhai-jie-gou 负债结构
fu-zhai-lv 负债率
fu-zhai-lv-jiao-di 负债率较低
fu-zhai-lv-zui-di 负债率最低
fu-zhai-shu-e 负债数额
fu-zhai-ye-wu 负债业务
fu-zhai-zong-e 负债总额
fu-zhi-ji-jin 复制基金
fu-zhu-cheng-xiao-shang 副主承销商
fu-zhu-xi 副主席
ga-kong 轧空
gai-cuo-xin 改错信
gai-gu-piao 该股票
gai-hang-zai 该行在
gai-ji-jin 该基金
gai-nian-gu 概念股
gai-piao 改票
gai-ru-he-wei-zi-ji 该如何为自己
gai-shi-jian 该事件
gai-shi-qi 该时期
gai-zhi 改制
gan-yu-huo-bi 干预货币
gan-yu-ji-gou 干预机构
gan-yue-ren-gou 赣粤认购
gang-fan-ren-gou 钢钒认购
gang-gan-bi-lv 杠杆比率
gang-gan-shou-gou 杠杆收购
gang-gan-zuo-yong 杠杆作用
gang-gang-shang-shi 刚刚上市
gang-gu 港股
gang-gu-quan-zheng-wang 港股权证网
gang-gu-tong 港股通
gang-gu-zhi-tong-che 港股直通车
gang-tie-ban-kuai 钢铁板块
gang-yuan 港元
gao-bao-jia 高报价
gao-cheng-jin-rong 高诚金融
gao-di-zhi-shu 高低指数
gao-dian 高点
gao-du-guan-zhu 高度关注
gao-du-zhong-shi 高度重视
gao-e-li-xi 高额利息
gao-guan-chi-gu 高管持股
gao-guan-hui-yi 高管会议
gao-guan-ren-yuan 高管人员
gao-guan-xin-chou 高管薪酬
gao-hao-neng-hang-ye 高耗能行业
gao-hui-bao 高回报
gao-hui-bao-lv 高回报率
gao-ji-guan-yuan 高级官员
gao-ji-jing-li 高级经理
gao-ji-yan-jiu-yuan 高级研究员
gao-jia-gu 高价股
gao-jia-jiao-ge 高价交割
gao-kai 高开
gao-kai-di-zou 高开低走
gao-ke-ji-gong-si 高科技公司
gao-kong-chuan-qiu 高空传球
gao-li-dai 高利贷
gao-sai-er-jin-yin-gong-si 高赛尔金银公司
gao-sheng 高盛
gao-sheng-ji-tuan 高盛集团
gao-sheng-zheng-quan 高盛证券
gao-shou-yi 高收益
gao-shou-yi-lv-ke-zhuan-huan-zhai-quan 高收益率可转换债券
gao-shou-yi-tou-zi 高收益投资
gao-shou-yi-zi-chan 高收益资产
gao-song-pei 高送配
gao-su-fa-zhan 高速发展
gao-su-zeng-zhang 高速增长
gao-su-zeng-zhang-qi 高速增长期
gao-tong-zhang 高通胀
gao-tong-zhang-bei-jing 高通胀背景
gao-wei 高位
gao-wei-hui-tiao 高位回调
gao-wei-pan-zheng 高位盘整
gao-wei-yun-xing 高位运行
gao-xi-lan-cun 高息揽存
gao-xi-piao-ju 高息票据
gao-yi-duan-luo 告一段落
gao-yi-jia 高溢价
gao-yu-shi-jia-chu-shou 高于市价出售
gao-zeng-zhang 高增长
gao-zhi-chu-li 告知处理
gao-zi-xin-tou-zi-ren 高资信投资人
ge-ban-kuai 各板块
ge-bie-fu-dan 个别负担
ge-dang-ci 各档次
ge-deng-mo-xing 戈登模型
ge-fang-mian 各方面
ge-gong-zuo-ri-li 个工作日里
ge-gong-zuo-ri-nei 个工作日内
ge-gu 个股
ge-gu-biao-xian 个股表现
ge-gu-cha-xun 个股查询
ge-gu-fang-mian 个股方面
ge-gu-fen-hua 个股分化
ge-gu-fen-xi 个股分析
ge-gu-hang-qing 个股行情
ge-gu-ji-hui 个股机会
ge-gu-ping-pan 个股平盘
ge-gu-xia-die 个股下跌
ge-gu-zou-shi 个股走势
ge-guo-huo-bi 各国货币
ge-jia-yin-hang 各家银行
ge-la-han-mu-duo-de-li-lun 格拉汉姆多德理论
ge-la-mu-lu-de-man-fa-an 格拉姆路德曼法案
ge-la-si-si-di-ge-er-fa 格拉斯斯蒂格尔法
ge-lei-feng-xian 各类风险
ge-lei-han-mu-fa-ze 格雷汉姆法则
ge-lei-shang-pin 各类商品
ge-lin-qi-huo 格林期货
ge-ling 格令
ge-ren-cai-chan 个人财产
ge-ren-du-zi 个人独资
ge-ren-jie-hui 个人结汇
ge-ren-li-cai 个人理财
ge-ren-li-cai-wang 个人理财网
ge-ren-li-cai-ye-wu 个人理财业务
ge-ren-shou-hui 个人售汇
ge-ren-shou-hui-ye-wu 个人售汇业务
ge-ren-tou-zi 个人投资
ge-ren-tui-xiu-jin-zhang-hu 个人退休金账户
ge-ren-xin-yong 个人信用
ge-ren-xin-yong-ji-lu 个人信用记录
ge-ren-xin-yong-qing-kuang 个人信用情况
ge-ren-xin-yong-xin-xi 个人信用信息
ge-ren-zhang-hu 个人账户
ge-ren-zheng-xin-xi-tong 个人征信系统
ge-ren-zhi-tou 个人直投
ge-ren-zhu-ye-dai-kuan 个人助业贷款
ge-ri-hui-gou 隔日回购
ge-ri-jie-suan 隔日结算
ge-shi-he-tong 格式合同
ge-ti 个体
ge-xiang-cheng-ben 各项成本
ge-xiang-gui-ding 各项规定
ge-xiang-zi-chan 各项资产
ge-ye-jiao-yi 隔夜交易
ge-yin-hang 各银行
ge-zhou-ren-gou 葛洲认购
ge-zi-cheng-dan 各自承担
gei-yin-hang 给银行
gen-dan-tie-xian-piao-ju 跟单贴现票据
gen-dan-tuo-shou 跟单托收
gen-ju-guo-jia-you-guan-gui-ding 根据国家有关规定
gen-ju-xie-yi 根据协议
gen-ju-xu-yao 根据需要
gen-ju-zi-shen 根据自身
gen-zhi-yu 根植于
geng-da-cheng-du 更大程度
geng-da-kui-sun 更大亏损
geng-duo-huo-wu 更多货物
geng-fa-da 更发达
geng-gao-hui-bao 更高回报
geng-ju-tou-zi-jia-zhi 更具投资价值
geng-ling-ren-dan-you 更令人担忧
geng-que-ding 更确定
geng-rong-yi-huo-li 更容易获利
geng-wei-feng-fu 更为丰富
geng-wei-ming-xian 更为明显
geng-wei-rong-yi 更为容易
geng-wei-shi-yi 更为适宜
geng-wei-xi-hua 更为细化
geng-wen-ding 更稳定
geng-you-ba-wo 更有把握
geng-you-jing-zheng-li 更有竞争力
geng-you-shou-huo 更有收获
geng-you-xi-yin-li 更有吸引力
geng-zheng-lei 更正类
geng-zhong-yao 更重要
gong-bao 共保
gong-bu-ying-qiu 供不应求
gong-chan-zhu-yi 共产主义
gong-cheng-xiang-mu 工程项目
gong-da-gao-xin 工大高新
gong-fa-xing 共发行
gong-gao-ban 公告板
gong-gao-bu-wai-zhai-quan-xiao-shou 公告簿外债券销售
gong-gao-cheng 公告称
gong-gao-su-di 公告速递
gong-gao-tong-zhi 公告通知
gong-gong-tou-zi-zhe 公共投资者
gong-gu 公股
gong-hang 工行
gong-hang-wang-yin 工行网银
gong-hang-xi-tong 工行系统
gong-he-wang 共合网
gong-ji-jin-fen-ge 公积金分割
gong-ji-jin-lv 公积金率
gong-ji-qu 供给区
gong-ji-yu-xu-qiu 供给与需求
gong-ju-zu-he 工具组合
gong-kai-cai-biao 公开财表
gong-kai-cai-fang 公开采访
gong-kai-chu-shou 公开出售
gong-kai-fa-shou 公开发售
gong-kai-fa-shou-bu-fen 公开发售部分
gong-kai-fa-xing 公开发行
gong-kai-gu-piao 公开股票
gong-kai-gua-pai 公开挂牌
gong-kai-gua-pai-jiao-yi 公开挂牌交易
gong-kai-han-jia 公开喊价
gong-kai-pai-mai 公开拍卖
gong-kai-qian-ze 公开谴责
gong-kai-ren-gou 公开认购
gong-kai-shang-shi 公开上市
gong-kai-shi-chang 公开市场
gong-kai-shi-chang-cao-zuo 公开市场操作
gong-kai-zhao-biao 公开招标
gong-kai-zhao-gu 公开招股
gong-kai-zhao-gu-gong-si 公开招股公司
gong-kai-zheng-ji 公开征集
gong-mu 公募
gong-mu-ji-jin 公募基金
gong-nong-zhong-jian 工农中建
gong-ping-ding-jia 公平定价
gong-ping-du-li-he-suan-xi-tong 公平独立核算系统
gong-ping-jia-ge 公平价格
gong-ping-jiao-yi 公平交易
gong-ping-jiao-yi-fa-ling 公平交易法令
gong-ping-jing-zheng 公平竞争
gong-qian 工钱
gong-qiu-guan-xi 供求关系
gong-qiu-guan-xi-shi-heng 供求关系失衡
gong-qiu-qu-xian 供求曲线
gong-ren-du 公认度
gong-shang-ju 工商局
gong-shang-yin-hang 工商银行
gong-si-ceng-mian 公司层面
gong-si-chi-gu 公司持股
gong-si-dai-li-ren 公司代理人
gong-si-fu-zhai 公司负债
gong-si-gu-ben 公司股本
gong-si-gu-ji 公司估计
gong-si-gu-jia 公司股价
gong-si-gu-piao 公司股票
gong-si-he-ying-yin-hang 公私合营银行
gong-si-hui-gou 公司回购
gong-si-jia-zhi 公司价值
gong-si-li-cai 公司理财
gong-si-mu-qian 公司目前
gong-si-qi-yue 公司契约
gong-si-quan-zheng 公司权证
gong-si-rong-zi-wei-yuan-hui 公司融资委员会
gong-si-shou-ru-ji-jin 公司收入基金
gong-si-shui-deng-jia-wu 公司税等价物
gong-si-suo-you-quan 公司所有权
gong-si-tou-zi-ji-hua 公司投资计划
gong-si-ye-ji 公司业绩
gong-si-ying-li 公司盈利
gong-si-zhai 公司债
gong-si-zhai-quan 公司债券
gong-si-zhai-quan-dan-wei-xin-tuo 公司债券单位信托
gong-si-zhai-quan-deng-jia-wu 公司债券等价物
gong-si-zhai-quan-xiang-deng-shou-yi-lv 公司债券相等收益率
gong-si-zhang-cheng 公司章程
gong-si-zhang-hu 公司账户
gong-si-zhi 公司制
gong-si-zhi-li 公司治理
gong-si-zi-chan 公司资产
gong-tong-cai-chan 共同财产
gong-tong-chu-jin 共同储金
gong-tong-chu-zi 共同出资
gong-tong-dan-bao-ren 共同担保人
gong-tong-fa-qi-ren 共同发起人
gong-tong-gong-si 共同公司
gong-tong-ji-jin 共同基金
gong-tong-rong-zi 共同融资
gong-tong-suo-you 共同所有
gong-tong-xiang-you 共同享有
gong-tong-xiang-you-quan 共同享有权
gong-tong-xie-hui 共同协会
gong-tong-xin-tuo-ji-jin 共同信托基金
gong-tong-xin-xi-chuan-shu-xi-tong 共同信息传输系统
gong-tong-yong-you 共同拥有
gong-tong-zhang-hu 共同账户
gong-tong-zu-cheng 共同组成
gong-tong-zu-lin 共同租赁
gong-xiang-zhang-hu 共享账户
gong-xu-mao-dun 供需矛盾
gong-ye-di-ya 工业抵押
gong-ye-ji-jin 工业基金
gong-yi-wei-zhu-xin-tuo 公益为主信托
gong-yi-xin-tuo 公益信托
gong-yi-xing-sheng-yu 公益性剩余
gong-yin-rui-xin 工银瑞信
gong-yin-rui-xin-ji-jin 工银瑞信基金
gong-yin-rui-xin-ji-jin-guan-li-you-xian-gong-si 工银瑞信基金管理有限公司
gong-yin-shou-yi 工银收益
gong-yin-ya-zhou 工银亚洲
gong-ying-hua 公营化
gong-ying-pian-jin 供应偏紧
gong-yong-shi-ye-shou-ru-zhai-quan 公用事业收入债券
gong-yong-shi-ye-zhai-quan 公用事业债券
gong-zhai 公债
gong-zhai-lian-jie-mo-xing 公债联结模型
gong-zhong-gong-si 公众公司
gong-zhong-gu 公众股
gong-zhong-ji-zi 公众集资
gong-zi-shang-zhang 工资上涨
gong-zuo-fang-an 工作方案
gong-zuo-hui-yi 工作会议
gou-che-dai-kuan 购车贷款
gou-fang-dai-kuan 购房贷款
gou-fang-feng-xian 购房风险
gou-fang-ji-hua 购房计划
gou-fang-zhe 购房者
gou-hui 购回
gou-hui 购汇
gou-hui-huan-kuan 购汇还款
gou-jin 购进
gou-mai-gao-chao 购买高潮
gou-mai-li 购买力
gou-mai-li-ping-jia-shuo 购买力平价说
gou-mai-qu 购买区
gou-mai-shou-xu 购买手续
gou-mai-wai-hui 购买外汇
gou-piao-ri-qi 购票日期
gou-piao-yuan 购票员
gou-ru-chi-you 购入持有
gou-ru-dai-kuan-yuan-zhi 购入贷款原值
gou-tong-xie-tiao 沟通协调
gou-xiao-jia-ge 购销价格
gou-xiao-jia-ge-dao-gua 购销价格倒挂
gu-ben 股本
gu-ben-fang-di-chan-tou-zi-xin-tuo-gong-si 股本房地产投资信托公司
gu-ben-feng-xian-tie-shui 股本风险贴水
gu-ben-gui-mo 股本规模
gu-ben-jie-gou 股本结构
gu-ben-kuo-zhang 股本扩张
gu-ben-quan-zheng 股本权证
gu-ben-zhai-quan 股本债券
gu-ben-zheng-quan 股本证券
gu-ben-zong-e 股本总额
gu-bi 古币
gu-cheng-wang 股城网
gu-di-fan-tan 谷底反弹
gu-di-gou-ru-zhe 谷底购入者
gu-ding-cheng-ben 固定成本
gu-ding-fei-yong 固定费用
gu-ding-gu-li 固定股利
gu-ding-gu-li-lv 固定股利率
gu-ding-hui-lv-zhi 固定汇率制
gu-ding-li-lv 固定利率
gu-ding-mei-yuan-zheng-quan 固定美元证券
gu-ding-nian-jin 固定年金
gu-ding-shou-yi 固定收益
gu-ding-shou-yi-chan-pin 固定收益产品
gu-ding-shou-yi-lei 固定收益类
gu-ding-shou-yi-lei-chan-pin 固定收益类产品
gu-ding-zhuang-zhi 固定装置
gu-ding-zi-ben 固定资本
gu-ding-zi-chan-guan-li 固定资产管理
gu-ding-zi-chan-guan-li-xi-tong 固定资产管理系统
gu-ding-zi-chan-jian-zhi-zhun-bei 固定资产减值准备
gu-ding-zi-chan-tou-zi 固定资产投资
gu-dong-da-hui 股东大会
gu-dong-da-hui-jue-yi 股东大会决议
gu-dong-li-yi 股东利益
gu-dong-ming-cheng 股东名称
gu-dong-su-song 股东诉讼
gu-dong-wei-ji 股东危机
gu-dong-zhang-hu 股东账户
gu-e 固额
gu-fen-bian-dong 股份变动
gu-fen-bu-gong-kai-gong-si 股份不公开公司
gu-fen-chu-rang-fang 股份出让方
gu-fen-hui-gou 股份回购
gu-fen-jing-ji 股份经济
gu-fen-ping-zheng 股份凭证
gu-fen-shang-shi 股份上市
gu-fen-shu-liang 股份数量
gu-fen-yin-hang 股份银行
gu-fen-you-xian-gong-si 股份有限公司
gu-fen-zhi 股份制
gu-fen-zhi-gai-ge 股份制改革
gu-fen-zhi-shang-ye-yin-hang 股份制商业银行
gu-fen-zhi-yin-hang 股份制银行
gu-fen-zong-shu 股份总数
gu-gai 股改
gu-gai-cheng-nuo 股改承诺
gu-gai-fang-an 股改方案
gu-gu-da 股股达
gu-jia 股价
gu-jia 估价
gu-jia-bao-die 股价暴跌
gu-jia-bao-zhang 股价暴涨
gu-jia-bian-dong 股价变动
gu-jia-chao-guo 估价超过
gu-jia-fan-wei 股价范围
gu-jia-gao-gu 股价高估
gu-jia-hen-di 股价很低
gu-jia-jie-gou 股价结构
gu-jia-shang-yang 股价上扬
gu-jia-shang-zhang 股价上涨
gu-jia-shui-ping 股价水平
gu-jia-xia-cuo 股价下挫
gu-jia-xia-die 股价下跌
gu-jia-zhang-fu 股价涨幅
gu-jia-zhi-shu 股价指数
gu-li 股利
gu-li-fa-fang-lv 股利发放率
gu-li-fen-pei 股利分配
gu-li-jia-ge-bi 股利价格比
gu-li-yi-jing-zhi-fu 股利已经支付
gu-min 股民
gu-min-zai-xian 股民在线
gu-min-zhi-jia 股民之家
gu-piao-ba 股票吧
gu-piao-biao-zhi 股票标识
gu-piao-cai-jing-wang 股票财经网
gu-piao-chi-you-zhe 股票持有者
gu-piao-chong-zhi 股票充值
gu-piao-da-zhang 股票大涨
gu-piao-dai-li-jiao-yi-shang 股票代理交易商
gu-piao-dai-ma 股票代码
gu-piao-fa-xing 股票发行
gu-piao-fa-xing-jia-ge 股票发行价格
gu-piao-fa-xing-zhe-kou 股票发行折扣
gu-piao-guo-hu 股票过户
gu-piao-hang-qing-wang 股票行情网
gu-piao-hong-li-xin-tuo 股票红利信托
gu-piao-ji 股票机
gu-piao-ji-jin 股票基金
gu-piao-ji-lu-bu 股票记录部
gu-piao-ji-zhang 股票记账
gu-piao-jia-ge 股票价格
gu-piao-jia-ge-zhi-shu 股票价格指数
gu-piao-jia-zhi 股票价值
gu-piao-jiao-ge 股票交割
gu-piao-jiao-yi 股票交易
gu-piao-jiao-yi-suo 股票交易所
gu-piao-jie 股票界
gu-piao-jing-ji-ren 股票经纪人
gu-piao-jing-zhi 股票净值
gu-piao-kong-zhi-e 股票控制额
gu-piao-mai-mai 股票买卖
gu-piao-ming-cheng 股票名称
gu-piao-nei-mu-jiao-yi 股票内幕交易
gu-piao-pei-zhi 股票配置
gu-piao-ping-ji 股票评级
gu-piao-ping-zheng 股票凭证
gu-piao-qi-huo 股票期货
gu-piao-qi-huo-jiao-yi 股票期货交易
gu-piao-qing-dan 股票清单
gu-piao-rong-zi 股票融资
gu-piao-ru-men 股票入门
gu-piao-ruan-jian 股票软件
gu-piao-shi-chang 股票市场
gu-piao-shi-jia 股票市价
gu-piao-shou-ci-gong-kai-fa-xing 股票首次公开发行
gu-piao-shu-liang 股票数量
gu-piao-tou-ji 股票投机
gu-piao-tou-zi 股票投资
gu-piao-tui-jian 股票推荐
gu-piao-wang-zhi-da-quan 股票网址大全
gu-piao-xia-die 股票下跌
gu-piao-xian-huo-jiao-yi 股票现货交易
gu-piao-xin-xi 股票信息
gu-piao-xing-tai 股票形态
gu-piao-xing-zhi 股票性质
gu-piao-yan-jiu 股票研究
gu-piao-yi-dong 股票异动
gu-piao-zhang-hu 股票帐户
gu-piao-zhi-shu 股票指数
gu-piao-zhi-shu-qi-huo-jiao-yi 股票指数期货交易
gu-piao-zhi-xing 股票之星
gu-piao-zhuan-rang 股票转让
gu-piao-zhuan-rang-shou-quan-shu 股票转让授权书
gu-piao-zi-chan 股票资产
gu-piao-zi-xun 股票资讯
gu-qian-bi 古钱币
gu-quan-deng-ji 股权登记
gu-quan-fen-zhi 股权分置
gu-quan-fen-zhi-gai-ge 股权分置改革
gu-quan-fen-zhi-gai-ge-fang-an 股权分置改革方案
gu-quan-ji-li 股权激励
gu-quan-rong-zi 股权融资
gu-quan-tou-zi 股权投资
gu-quan-xin-tuo 股权信托
gu-quan-zhuan-rang-gong-gao 股权转让公告
gu-quan-zhuan-rang-xie-yi 股权转让协议
gu-shang-shi 股上市
gu-shen-wang 股神网
gu-shi-bo-dong 股市波动
gu-shi-cao-zuo 股市操作
gu-shi-da-die 股市大跌
gu-shi-dong-tai-fen-xi 股市动态分析
gu-shi-huo-bao 股市火爆
gu-shi-jian-guan 股市监管
gu-shi-ju-zhen 股市巨震
gu-shi-kuai-xun 股市快讯
gu-shi-ma-jing 股市马经
gu-shi-qian-jing 股市前景
gu-shi-tiao-zheng 股市调整
gu-shi-tou-zi 股市投资
gu-shi-tou-zi-zhe 股市投资者
gu-shi-zou-shi 股市走势
gu-shi-zuo-shou 股市作手
gu-suan-de-zi-chan-fu-zhai-biao 估算的资产负债表
gu-suan-jia-zhi 估算价值
gu-suan-shui-e 估算税额
gu-tian-xia 股天下
gu-tong-tian-xia 股通天下
gu-wan-shi-chang 古玩市场
gu-xi 股息
gu-xi-bo-kuan 股息拨款
gu-yuan-gong-kuan 雇员供款
gu-yuan-yang-lao-jin-ji-hua 雇员养老金计划
gu-zhi 股指
gu-zhi 估值
gu-zhi-fan-wei 估值范围
gu-zhi-feng-xian 估值风险
gu-zhi-he-li 估值合理
gu-zhi-jiao-gao 估值较高
gu-zhi-qi-huo 股指期货
gu-zhi-qi-huo-he-yue 股指期货合约
gu-zhi-qi-quan 股指期权
gu-zhi-shang-zhang 股指上涨
gu-zhi-shui-ping 估值水平
gu-zhi-ti-xi 估值体系
gu-zhi-xia-die 股指下跌
gu-zhi-yi-jia 估值溢价
gu-zhi-zhe-kou 估值折扣
gu-zhi-zhi-biao 估值指标
gu-zhu-gong-kuan 雇主供款
gu-zhu-ping-zheng 雇主凭证
gua-gou-fu-dong 挂钩浮动
gua-gou-piao-ju 挂钩票据
gua-hu-zi 刮胡子
gua-jia 挂价
gua-pai 挂牌
gua-pai-chu-rang 挂牌出让
gua-pai-jiao-yi 挂牌交易
gua-pai-shang-shi 挂牌上市
gua-pai-shi-jian 挂牌时间
gua-tou-long-duan 寡头垄断
gua-zhang 挂帐
guan-ce 观测
guan-cha-pan-mian 观察盘面
guan-che-zhi-ling 贯彻指令
guan-fang-chu-bei 官方储备
guan-fang-hui-lv 官方汇率
guan-jian-huo-bi 关键货币
guan-li-ban-fa 管理办法
guan-li-ceng 管理层
guan-li-ceng-shou-gou 管理层收购
guan-li-cheng-ben 管理成本
guan-li-fei-yong 管理费用
guan-li-feng-xian 管理风险
guan-li-fu-dong 管理浮动
guan-li-gong-si 管理公司
guan-li-he-yu-suan-ban-gong-shi 管理和预算办公室
guan-li-ji-gou 管理机构
guan-li-kuai-ji 管理会计
guan-li-kuang-jia 管理框架
guan-li-xue-jia 管理学家
guan-li-ye-wu 管理业务
guan-li-yin-hang 管理银行
guan-li-you-shi 管理优势
guan-li-you-xian-gong-si 管理有限公司
guan-li-you-xian-ze-ren-gong-si 管理有限责任公司
guan-li-zhi-ze 管理职责
guan-lian-du-jiao-gao 关联度较高
guan-lian-fang-jiao-yi 关联方交易
guan-lian-gong-si 关联公司
guan-lian-huan-kuan 关联还款
guan-lian-kong-gu 关联控股
guan-lian-qi-ye 关联企业
guan-lian-ren 关联人
guan-lian-yun-dong 关联运动
guan-wang-qi 观望期
guan-ya 惯压
guan-yin-bi 观音币
guan-yu-tiao-zheng 关于调整
guan-yu-zuo-hao 关于做好
guan-zhi-de-shuang-bian-jie-suan-zhi-du 管制的双边结算制度
guan-zhu-chu-shou-fang-yu-fa 冠珠出售防御法
guang-da-bao-de-xin 光大保德信
guang-da-bao-de-xin-ji-jin 光大保德信基金
guang-da-bao-de-xin-ji-jin-guan-li-you-xian-gong-si 光大保德信基金管理有限公司
guang-da-hong-li-gu-piao 光大红利股票
guang-da-liang-hua-he-xin 光大量化核心
guang-da-tou-zi-zhe 广大投资者
guang-da-xin-zeng-zhang 光大新增长
guang-da-zheng-quan 光大证券
guang-dong-bai-ling-xin 广东百灵信
guang-dong-fa-zhan-yin-hang 广东发展银行
guang-dong-ke-de 广东科德
guang-dong-zheng-quan 广东证券
guang-fa 广发
guang-fa-ce-lue-you-xuan 广发策略优选
guang-fa-da-pan-cheng-zhang 广发大盘成长
guang-fa-hua-fu 广发华福
guang-fa-ji-jin 广发基金
guang-fa-ji-jin-guan-li-you-xian-gong-si 广发基金管理有限公司
guang-fa-yin-hang 广发银行
guang-fa-zheng-quan 广发证券
guang-gao-gong-si 广告公司
guang-gao-xin-dai 广告信贷
guang-piao-tuo-shou 光票托收
guang-shen-tie-lu 广深铁路
guang-wei-liu-chuan 广为流传
guang-xi-ji-jin-wang 广西基金网
guang-zhou-bo-xin 广州博信
guang-zhou-fen-hang 广州分行
guang-zhou-ke-ji-wang 广州科技网
guang-zhou-wan-long 广州万隆
guang-zhou-xin-sheng 广州新升
guang-zhou-yun-cai-xing 广州运财行
guang-zhou-zheng-quan 广州证券
gui-bin-ting 贵宾厅
gui-bin-tong-dao 贵宾通道
gui-ding-nian-xian 规定年限
gui-ding-qi-xian 规定期限
gui-gu-yin-hang 硅谷银行
gui-hua-jiao-hao 规划较好
gui-hua-wei 规划委
gui-huan-tou-zi 归还投资
gui-huan-zhai-quan-ben-li 归还债券本利
gui-jin-shu 贵金属
gui-jin-shu-mai-mai 贵金属买卖
gui-jin-shu-tou-zi 贵金属投资
gui-mo-geng-da 规模更大
gui-mo-jiang-da 规模将达
gui-mo-jiao-da 规模较大
gui-mo-jiao-xiao 规模较小
gui-mo-kuo-zhang 规模扩张
