;; -*- coding: utf-8 -*--
a-bei-er-bian-huan 阿贝尔变换
huan-fan-chou 环范畴
huan-fang 幻方
huan-gong-li 环公理
huan-kuo-zhang 环扩张
huan-li-fang 幻立方
huan-liang-shu 环粮数
huan-liu-liang 环流量
huan-lun 环论
huan-mian 环面
huan-mian-niu-jie 环面纽结
huan-mian-qun 环面群
huan-rao-kong-jian 环绕空间
huan-rao-shu 环绕数
huan-shang-ju-zhen-qun 环上矩阵群
huan-sheng-cheng-yuan 环生成元
huan-shi-kong-jian 环式空间
huan-tong-gou 环同构
huan-tong-tai 环同态
huan-tu 幻图
huan-wei-zi 换位子
huan-wei-zi-qun 换位子群
huan-xing-qu-yu 环形区域
huan-yuan 幻圆
huan-yuan-ji-fen-fa 换元积分法
huan-zeng 缓增
huan-zeng-guang-yi-han-shu 缓增广义函数
huan-zeng-xu-lie 缓增序列
huan-zhi-wei 换质位
huang-jin-fen-ge 黄金分割
huang-jin-fen-ge-sou-suo 黄金分割搜索
huang-jin-fen-ge-suan-fa 黄金分割算法
hui-bi-dui-ce 回避对策
hui-bian 汇编
hui-dai 回代
hui-dian 汇点
hui-fu-dian 回复点
hui-fu-yun-dong 回复运动
hui-gui 回归
hui-gui-bian-shu 回归变数
hui-gui-bian-yuan 回归边缘
hui-gui-chao-ping-mian 回归超平面
hui-gui-fang-cheng 回归方程
hui-gui-fen-xi 回归分析
hui-gui-gu-ji 回归估计
hui-gui-gu-ji-liang 回归估计量
hui-gui-han-shu 回归函数
hui-gui-mian 回归面
hui-gui-ping-mian 回归平面
hui-gui-qu-xian 回归曲线
hui-gui-she-ji 回归设计
hui-gui-tong-ji-liang 回归统计量
hui-gui-xi-shu 回归系数
hui-gui-xian 回归线
hui-gui-xiao-guo 回归效果
hui-gui-yu-ce 回归预测
hui-gui-zhen-duan 回归诊断
hui-he-nei-cha-duo-xiang-shi 汇合内插多项式
hui-he-xing-chao-ji-he-fang-cheng 汇合型超几何方程
hui-he-xing-chao-ji-he-han-shu 汇合型超几何函数
hui-he-xing-han-shu 汇合型函数
hui-he-xing-wei-fen-fang-cheng 汇合型微分方程
hui-ju-jiao 会聚角
hui-lu 回路
hui-shou-fang-xiang 回收方向
hui-shou-zhui 回收锥
hui-te-ke-han-shu 惠特克函数
hui-te-ke-wei-fen-fang-cheng 惠特克微分方程
hui-te-ni-lei 惠特尼类
hui-te-ni-shu 惠特尼数
hui-xuan-qu-xian 回旋曲线
hui-zhuan 回转
hui-zhuan-ban-jing 回转半径
hui-zhuan-pao-wu-mian 回转抛物面
hui-zhuan-qu-mian 回转曲面
hui-zhuan-tuo-mian 回转椭面
hui-zhuan-tuo-yuan-mian 回转椭圆面
hui-zhuan-zhou 回转轴
hun-dun 混沌
hun-dun-fen-jie 混沌分解
hun-he-bi 混合比
hun-he-bian-jie-tiao-jian 混合边界条件
hun-he-bian-jie-wen-ti 混合边界问题
hun-he-bian-tiao-jian 混合边条件
hun-he-ce-lue 混合策略
hun-he-cheng-fa-fa 混合惩罚法
hun-he-ding-dian 混合顶点
hun-he-fa 混合法
hun-he-fen-bu 混合分布
hun-he-ju 混合矩
hun-he-li-xiang 混合理想
hun-he-mian-ji 混合面积
hun-he-mo-xing 混合模型
hun-he-pian-dao-shu 混合偏导数
hun-he-qun 混合群
hun-he-tiao-jian 混合条件
hun-he-tong-yu-fang-fa 混合同余方法
hun-he-tu-xing 混合图形
hun-he-wai-dai-shu 混合外代数
hun-he-wei-fen-can-shu 混合微分参数
hun-he-wen-ti 混合问题
hun-he-xian-xing-mo-xing 混合线性模型
hun-he-xiang-ban-shi 混合相伴式
hun-he-xing 混合型
hun-he-xing-bian-jie-tiao-jian 混合型边界条件
hun-he-xing-fang-cheng 混合型方程
hun-he-xing-pian-wei-fen-fang-cheng 混合型偏微分方程
hun-he-you-xian-yuan-fa 混合有限元法
hun-he-zhang-liang 混合张量
hun-he-zhang-liang-dai-shu 混合张量代数
hun-he-zheng-shu-gui-hua 混合整数规划
hun-he-zhi-xi-tong 混合制系统
hun-luan 混乱
hun-xiao-wu-cha 混淆误差
hun-xun-huan-xiao-shu 混循环小数
hun-za 混杂
huo-dong-biao-jia 活动标架
huo-dong-fen-xi 活动分析
huo-dong-san-mian-xing 活动三面形
huo-er-zi-qun 霍尔子群
huo-mu-ge-lun-wei-yi-xing-ding-li 霍姆格伦唯一性定理
huo-pu-fu-bu-bian-liang 霍普夫不变量
huo-pu-fu-cong 霍普夫丛
huo-pu-fu-dai-shu 霍普夫代数
huo-pu-fu-fa 霍普夫法
huo-pu-fu-ji-fen-fang-cheng 霍普夫积分方程
huo-pu-fu-suan-zi 霍普夫算子
huo-pu-fu-ying-she 霍普夫映射
huo-qi-xie-lv 霍奇斜率
huo-qi-zhe-xian 霍奇折线
huo-sheng-lian-meng 获胜联盟
huo-te-lin 霍特林
ji-ban-jing 极半径
ji-bao-cun-han-zi 积保存函子
ji-ben-bi-lian 基本闭链
ji-ben-bian-huan 基本变换
ji-ben-bian-liang 基本变量
ji-ben-biao-shi 基本表示
ji-ben-bu-bian-liang 基本不变量
ji-ben-bu-bian-shi 基本不变式
ji-ben-chang-shu 基本常数
ji-ben-chu-deng-han-shu 基本初等函数
ji-ben-dan-wei 基本单位
ji-ben-dan-wei-xi 基本单位系
ji-ben-dian 基本点
ji-ben-ding-li 基本定理
ji-ben-dui-chen-duo-xiang-shi 基本对称多项式
ji-ben-duo-jiao-xing 基本多角形
ji-ben-fang-cheng 基本方程
ji-ben-fu-hao 基本符号
ji-ben-gong-shi 基本公式
ji-ben-guang-qun 基本广群
ji-ben-han-shu 基本函数
ji-ben-han-shu-zhi-ji 基本函数支集
ji-ben-hang-lie-shi 基本行列式
ji-ben-he-qu 基本合取
ji-ben-he-qu-shi 基本合取式
ji-ben-heng-deng-shi 基本恒等式
ji-ben-hui-lu 基本回路
ji-ben-ji 基本集
ji-ben-ji-fen-gong-shi 基本积分公式
ji-ben-jie 基本解
ji-ben-jie-zu 基本解组
ji-ben-ju-zhen 基本矩阵
ji-ben-ke-xing-jie 基本可行解
ji-ben-kong-jian 基本空间
ji-ben-kuai 基本块
ji-ben-lei 基本类
ji-ben-li-zi-lun 基本粒子论
ji-ben-lin-yu-xi 基本邻域系
ji-ben-lv 基本律
ji-ben-pan-bie-shi 基本判别式
ji-ben-ping-xing-liu-mian-ti 基本平行六面体
ji-ben-qu 基本区
ji-ben-qu-mian 基本曲面
ji-ben-qu-xian 基本曲线
ji-ben-qu-yu 基本区域
ji-ben-qun 基本群
ji-ben-shi-jian 基本事件
ji-ben-shi-jian-kong-jian 基本事件空间
ji-ben-si-mian-ti 基本四面体
ji-ben-tong-dian 基本同掂
ji-ben-tong-diao-lei 基本同调类
ji-ben-xiang-liang 基本向量
ji-ben-xing-shi 基本形式
ji-ben-yin-li 基本引理
ji-ben-you-xiang-dian-zu 基本有向点族
ji-ben-yu 基本域
ji-ben-yuan-su 基本元素
ji-ben-yun-suan 基本运算
ji-ben-zhang-liang 基本张量
ji-ben-zhi-pei-quan 基本支配权
ji-ben-zhou-qi 基本周期
ji-bi-ji 积闭集
ji-bian 畸变
ji-bian-ding-li 畸变定理
ji-bian-huan 基变换
ji-bian-huan 积变换
ji-bian-jiao 畸变角
ji-bo-jian-duan 激波间断
ji-bo-tiao-jian 激波条件
ji-bu-chong-fen-ye-bu-bi-yao-tiao-jian 既不充分也不必要条件
ji-bu-si-tai 吉布斯态
ji-bu-si-xian-xiang 吉布斯现象
ji-ce-du 积测度
ji-ce-du-kong-jian 积测度空间
ji-cha 极差
ji-chao-qu-mian 极超曲面
ji-chu 基础
ji-chu-dian 基础点
ji-chu-qun 基础群
ji-chu-shu-xue 基础数学
ji-chu-si-ze-hun-suan 基础四则混算
ji-chu-tu 基础图
ji-chu-tuo-pu 基础拓扑
ji-chu-tuo-pu-kong-jian 基础拓扑空间
ji-chu-zi 极除子
ji-ci-qie-ju 极次切距
ji-cun-qi 寄存器
ji-da-bian-li-ding-li 极大遍历定理
ji-da-bu-deng-shi 极大不等式
ji-da-dai 极大带
ji-da-dai-shu 极大代数
ji-da-dan-diao-suan-zi 极大单调算子
ji-da-dian 极大点
ji-da-du-li-ji 极大独立集
ji-da-dui-chen-suan-zi 极大对称算子
ji-da-feng-xian-mo-xing 极大风险模型
ji-da-hua 极大化
ji-da-hua-ji-xiao-fa 极大化极小法
ji-da-hua-mo-xing 极大化模型
ji-da-hua-xu-lie 极大化序列
ji-da-huan-mian 极大环面
ji-da-huo-ji-xiao-tiao-jian 极大或极小条件
ji-da-ji 极大集
ji-da-ji-xiao 极大极小
ji-da-ke-fen-kuo-zhang 极大可分扩张
ji-da-li-xiang 极大理想
ji-da-li-xiang-kong-jian 极大理想空间
ji-da-lv-zi 极大滤子
ji-da-pi-pei 极大匹配
ji-da-ping-mian-tu 极大平面图
ji-da-si-ran-fa 极大似然法
ji-da-si-ran-fang-cheng 极大似然方程
ji-da-si-ran-gu-ji 极大似然估计
ji-da-si-ran-gu-ji-liang 极大似然估计量
ji-da-tiao-jian 极大条件
ji-da-xian-xing-wu-guan-ji 极大线性无关集
ji-da-xian-xing-wu-guan-zu 极大线性无关组
ji-da-xiang 极大项
ji-da-xing 极大性
ji-da-xu-mo 极大序模
ji-da-you-li-xiang 极大右理想
ji-da-yuan 极大元
ji-da-zheng-gui-suan-zi 极大正规算子
ji-da-zheng-huan 极大整环
ji-da-zhi 极大值
ji-da-zhi-wen-ti 极大值问题
ji-da-zi-qun 极大子群
ji-da-zuo-li-xiang 极大左理想
ji-dai-shu 集代数
ji-dai-shu 积代数
ji-di 基底
ji-dian 基点
ji-dian 极点
ji-dian-pei-zhi 极点配置
ji-ding-xiang 积定向
ji-duan-bu-lian-tong-kong-jian 极端不连通空间
ji-duan-she-bei 级端设备
ji-er-fa 吉尔法
ji-er-huo-fu-ji-fen-ding-li 基尔霍夫积分定理
ji-fa 记法
ji-fa-xian 极法线
ji-fan-chou 集范畴
ji-fan-chou 积范畴
ji-fan-shu 迹范数
ji-fang-cheng 极方程
ji-fen 积分
ji-fen-bian-huan 积分变换
ji-fen-bian-liang 积分变量
ji-fen-bian-shu 积分变数
ji-fen-biao 积分表
ji-fen-biao-shi 积分表示
ji-fen-bu-bian-shi 积分不变式
ji-fen-bu-deng-shi 积分不等式
ji-fen-chang-shu 积分常数
ji-fen-chou-yang-fang-fa 积分抽样方法
ji-fen-dai 积分带
ji-fen-ding-li 积分定理
ji-fen-dui-shu 积分对数
ji-fen-fa 积分法
ji-fen-fang-cheng 积分方程
ji-fen-fang-cheng-he 积分方程核
ji-fen-fu-hao 积分符号
ji-fen-gong-shi 积分公式
ji-fen-guan-xi 积分关系
ji-fen-hao 积分号
ji-fen-he 积分核
ji-fen-ji-he 积分几何
ji-fen-ji-he-xue 积分几何学
ji-fen-ji-suan 积分计算
ji-fen-ji-xian 积分极限
ji-fen-jie 极分解
ji-fen-liu-xing 积分流形
ji-fen-lu-jing 积分路径
ji-fen-lu-xian 积分路线
ji-fen-lun 积分论
ji-fen-lun 积分轮
ji-fen-pan-bie-zhun-ze 积分判别准则
ji-fen-pi-zhui-mian 积分劈锥面
ji-fen-qu-mian 积分曲面
ji-fen-qu-xian 积分曲线
ji-fen-qu-yu 积分区域
ji-fen-shang-xian 积分上限
ji-fen-suan-zi 积分算子
ji-fen-suan-zi-he 积分算子核
ji-fen-wei-fen 积分微分
ji-fen-wei-fen-fang-cheng 积分微分方程
ji-fen-wei-fen-suan-zi 积分微分算子
ji-fen-xia-xian 积分下限
ji-fen-xian 积分限
ji-fen-xiang-liang 积分向量
ji-fen-xue 积分学
ji-fen-yi 积分仪
ji-fen-yin-zi 积分因子
ji-fen-yu 积分域
ji-fen-yuan-su 积分元素
ji-fen-zhi-he 积分直和
ji-fen-zhi-shu 积分指数
ji-fen-zhou-xian 积分周线
ji-feng-fu-ceng 极丰富层
ji-feng-fu-cong 极丰富丛
ji-fu-guo-cheng 基弗过程
ji-fu-xing 积复形
ji-ge 集格
ji-gou 机构
ji-han-shu 迹函数
ji-han-shu 集函数
ji-han-shu 奇函数
ji-hao 记号
ji-he 集合
ji-he 集和
ji-he 几何
ji-he 积和
ji-he-biao-shi 几何表示
ji-he-ce-du-lun 几何测度论
ji-he-cha-fen-fang-cheng 几何差分方程
ji-he-chong-shu 几何重数
ji-he-dan-chun-fu-xing 几何单纯复形
ji-he-dan-xing 几何单形
ji-he-du-gui 集合度规
ji-he-fen-bu 几何分布
ji-he-fu-xing 几何复形
ji-he-gai-lv 几何概率
ji-he-ge 几何格
ji-he-guang-xue 几何光学
ji-he-gui-hua 几何规划
ji-he-gui-ji 几何轨迹
ji-he-he 几何和
ji-he-hua 几何化
ji-he-ji-chu 几何基础
ji-he-ji-shu 几何级数
ji-he-jie-mian 几何截面
ji-he-jie-shi 几何解释
ji-he-jun-zhi 几何均值
ji-he-kuang 几何狂
ji-he-kui-ge 几何亏格
ji-he-lun 集合论
ji-he-ma 几何码
ji-he-ping-jun 几何平均
ji-he-ping-jun-shu 几何平均数
ji-he-shi 积和式
ji-he-shi-xian 几何实现
ji-he-shu-lie 几何数列
ji-he-tu-xing 几何图形
ji-he-xiang-liang 几何向量
ji-he-xue 几何学
ji-he-yi-yi 几何意义
ji-he-yuan-su 几何元素
ji-he-yue-shu 几何约束
ji-he-zhun-wen-ti 几何准问题
ji-hu-bi-ran 几乎必然
ji-hu-bi-ran-shou-lian 几乎必然收敛
ji-hu-chu-chu 几乎处处
ji-hu-chu-chu-shou-lian-lie 几乎处处收敛列
ji-hu-chu-chu-shou-lian-xing 几乎处处收敛性
ji-hu-yi-zhi-shou-lian 几乎一致收敛
ji-hu-zhou-qi-han-shu 几乎周期函数
ji-hua 计划
ji-hua-he-cha 积化和差
ji-hua-heng-deng-shi 极化恒等式
ji-huan 基环
ji-hui-bian-liang 机会变量
ji-hui-dui-ce 机会对策
ji-hui-yue-shu 机会约束
ji-hui-yue-shu-gui-hua 机会约束规划
ji-ji 极集
ji-ji 积集
ji-ji-shu 积级数
ji-ji-yue-shu 积极约束
ji-jian 急减
ji-jiao 极角
ji-jie-fa 集结法
ji-jie-xing-mo-xing 季节性模型
ji-ju 极距
ji-ju 积矩
ji-ju-xiang-guan 积矩相关
ji-ke-ce-ji 积可测集
ji-ke-ce-kong-jian 积可测空间
ji-kong-jian 迹空间
ji-kong-jian 积空间
ji-lei 极类
ji-li-xiang 迹理想
ji-liang-chou-jian 计量抽检
ji-lin-xing-shi 基林形式
ji-ling-xing 基灵型
ji-lun 集论
ji-lun-tuo-pu 集论拓扑
ji-mian 极面
ji-mian-ji-yi 极面积仪
ji-mo 积模
ji-ou-jiao-yan 奇偶校验
ji-ou-jiao-yan-ju-zhen 奇偶校验矩阵
ji-ou-jiao-yan-qi 奇偶校验器
ji-ou-jiao-yan-wei 奇偶校验位
ji-ou-xing 奇偶性
ji-pin 基频
ji-ping-cheng 机平程
ji-po-suan 机破算
ji-qi-wu-cha 机器误差
ji-qi-yan 机骑言
ji-qu-mian 极曲面
ji-san-jiao-xing 极三角形
ji-san-mian-xing 极三面形
ji-she-xian 箕舌线
ji-sheng-yu-xiang-guan 级剩余相关
ji-shi-dan-chun-ji 及时单纯集
ji-shi-fen-jie 极式分解
ji-shu 计数
ji-shu 基数
ji-shu 奇数
ji-shu 技术
ji-shu 级数
ji-shu-chou-jian 计数抽检
ji-shu-fa 记数法
ji-shu-fa-san 级数发散
ji-shu-guo-cheng 计数过程
ji-shu-han-shu 计数函数
ji-shu-hua 计数化
ji-shu-ji 基数积
ji-shu-jie 级数解
ji-shu-lun 基数论
ji-shu-qiu-he 级数求和
ji-shu-qiu-he-fa 级数求和法
ji-shu-shu-ju 计数数据
ji-shu-tong-ji-liang 计数统计量
ji-shu-wen-ti 计数问题
ji-shu-wu-qiong 级数无穷
ji-shu-xing 奇数性
ji-shu-zhan-kai 级数展开
ji-suan 计算
ji-suan-chi 计算尺
ji-suan-dan-yuan 计算单元
ji-suan-dian-lu 计算电路
ji-suan-fang-fa 计算方法
ji-suan-fu-za-xing 计算复杂性
ji-suan-gong-shi 计算公式
ji-suan-ji 计算机
ji-suan-ji-cun-qi 计算寄存器
ji-suan-ji-yu 计算机语
ji-suan-qi 计算器
ji-suan-shu-xue 计算数学
ji-suan-wu-cha 计算误差
ji-suan-xiao-lv 计算效率
ji-suan-zhong-xin 计算中心
ji-suan-zhuang-zhi 计算装置
ji-suan-zi-dong-ji 计算自动机
ji-ti 集体
ji-tuan-meng-te-ka-luo-fang-fa 集团蒙特卡罗方法
ji-tuo-pu 积拓扑
ji-wen-si-fa 吉文斯法
ji-xi 极系
ji-xian 脊线
ji-xian 极限
ji-xian 极线
ji-xian-ce-lue 极限策略
ji-xian-dian 极限点
ji-xian-dian-xing 极限点型
ji-xian-ding-li 极限定理
ji-xian-fen-bu 极限分布
ji-xian-guan-xi 极限关系
ji-xian-han-shu 极限函数
ji-xian-huan 极限环
ji-xian-ji 极限集
ji-xian-ji-he 极限集合
ji-xian-qing-kuang 极限情况
ji-xian-qiu-mian 极限球面
ji-xian-quan 极限圈
ji-xian-tu 极线图
ji-xian-wei-zhi 极限位置
ji-xian-xu-shu 极限序数
ji-xian-yang 极限鞅
ji-xian-yu-lian-xu 极限与连续
ji-xian-yuan 极限元
ji-xian-yuan 极限圆
ji-xian-yuan-xing 极限圆型
ji-xian-zhi 极限值
ji-xian-zhui 极限锥
ji-xiang-liang 基向量
ji-xiang-liang 极向量
ji-xiao 极小
ji-xiao-bian-li 极小遍历
ji-xiao-cu 极小簇
ji-xiao-dian 极小点
ji-xiao-du 极小度
ji-xiao-dui 极小对
ji-xiao-duo-xiang-shi 极小多项式
ji-xiao-fu-gai 极小覆盖
ji-xiao-hua 极小化
ji-xiao-hua-fa 极小化法
ji-xiao-hua-fang-fa 极小化方法
ji-xiao-hua-ji-da 极小化极大
ji-xiao-hua-ji-da-bi-jin 极小化极大逼近
ji-xiao-hua-ji-da-gu-ji 极小化极大估计
ji-xiao-hua-ji-da-jie 极小化极大解
ji-xiao-hua-ji-da-yuan-li 极小化极大原理
ji-xiao-hua-mo-xing 极小化模型
ji-xiao-hua-xu-lie 极小化序列
ji-xiao-ji 极小基
ji-xiao-ji-da 极小极大
ji-xiao-ji-da-bu-deng-shi 极小极大不等式
ji-xiao-ji-da-ce-lue 极小极大策略
ji-xiao-ji-da-ding-li 极小极大定理
ji-xiao-ji-da-jie 极小极大解
ji-xiao-ji-da-pan-jue-han-shu 极小极大判决函数
ji-xiao-ji-da-yuan-li 极小极大原理
ji-xiao-jie 极小解
ji-xiao-lei-xing 极小类型
ji-xiao-li-xiang 极小理想
ji-xiao-mi-du 极小密度
ji-xiao-ming-ti-yan-suan 极小命题演算
ji-xiao-mo-xing 极小模型
ji-xiao-qu-mian 极小曲面
ji-xiao-qu-mian-fang-cheng 极小曲面方程
ji-xiao-sheng-cheng-ji 极小生成集
ji-xiao-shi-jian-wen-ti 极小时间问题
ji-xiao-tiao-jian 极小条件
ji-xiao-tu-xing 极小图形
ji-xiao-wen-ti 极小问题
ji-xiao-xi-qu-fan-shi 极小析取范式
ji-xiao-xiang 极小项
ji-xiao-xiang-liang 极小向量
ji-xiao-xing 极小性
ji-xiao-you-li-xiang 极小右理想
ji-xiao-yuan 极小元
ji-xiao-yuan-li 极小原理
ji-xiao-yuan-su 极小元素
ji-xiao-zhi 极小值
ji-xiao-zi-liao 极小子廖
ji-xiao-zi-liu-xing 极小子流形
ji-xiao-zuo-li-xiang 极小左理想
ji-xie-chou-yang 机械抽样
ji-xie-qiu-ji 机械求积
ji-xie-qiu-ti-ji 机械求体积
ji-xing 极型
ji-xing-ji-fen-fang-cheng 极性积分方程
ji-xing-shi 迹形式
ji-xing-shi 极形式
ji-xu-lie 集序列
ji-ya-suo-ying-she 集压缩映射
ji-yi-ti-du-fa 记忆梯度法
ji-yi-zhi-xing 积一致性
ji-ying-she 集映射
ji-ying-she 积映射
ji-you-xiang-ji 积有向集
ji-yu 基域
ji-yuan 基圆
ji-yuan 极圆
ji-yuan-zhui-qu-xian 极圆锥曲线
ji-yue-sheng-yu-lei 既约剩余类
ji-yue-ti-du-fa 既约梯度法
ji-yue-xing 既约性
ji-zan-tong-gou 吉赞同构
ji-zhi 集值
ji-zhi 己知
ji-zhi 极值
ji-zhi-biao-guo-cheng 集指标过程
ji-zhi-chang 极值场
ji-zhi-chang-du 极值长度
ji-zhi-dian 极值点
ji-zhi-fen-bu 极值分布
ji-zhi-han-shu 极值函数
ji-zhi-han-shu-ying-she 集值函数映射
ji-zhi-han-zi 集值函子
ji-zhi-qu-mian 极值曲面
ji-zhi-qu-xian 极值曲线
ji-zhi-qu-xian-chang 极值曲线场
ji-zhi-tiao-jian 极值条件
ji-zhi-tong-ji 极值统计
ji-zhi-wen-ti 极值问题
ji-zhi-xing-zhi 极值性质
ji-zhi-ying-she 集值映射
ji-zhi-yuan-li 极值原理
ji-zhi-yuan-su 极值元素
ji-zhi-zeng-sheng-suan-zi 集值增生算子
ji-zhong 集中
ji-zhong-can-shu-xi-tong 集中参数系统
ji-zhong-han-shu 集中函数
ji-zhong-kong-zhi 集中控制
ji-zhou 极轴
ji-zong-can-shu-xi-tong 集总参数系统
ji-zu 集族
ji-zuo-biao 极坐标
ji-zuo-biao-tu 极坐标图
ji-zuo-biao-xi 极坐标系
jia-bian-ju-zhen 加边矩阵
jia-chou-yang-fang-fa 加抽样方法
jia-dang 嘉当
jia-dang-bu-bian-liang 嘉当不变量
jia-dang-fen-jie 嘉当分解
jia-dang-gong-shi 嘉当公式
jia-dang-ju-zhen 嘉当矩阵
jia-dang-zi-dai-shu 嘉当子代数
jia-dang-zi-qun 嘉当子群
jia-ding 假定
jia-ding-gong-shi 假定公式
jia-dui-ying 价对应
jia-fa 加法
jia-fa-biao 加法表
jia-fa-dian-lu 加法电路
jia-fa-ding-li 加法定理
jia-fa-fu-zhi 加法赋值
jia-fa-gong-li 加法公理
jia-fa-gong-shi 加法公式
jia-fa-jiao-huan-lv 加法交换律
jia-fa-jie-he-lv 加法结合律
jia-fa-qi 加法器
jia-fa-qun 加法群
jia-fa-xi 加法系
jia-fa-xiao-qu-lv 加法消去律
jia-fa-xing 加法性
jia-fa-yuan-li 加法原理
jia-fen-shu 假分数
jia-fen-shu-han-shu 假分数函数
jia-ge 价格
jia-ge-han-shu 价格函数
jia-han-shu 佳函数
jia-hao 加号
jia-jiao 夹角
jia-jie-lun 假结论
jia-kuang 假狂
jia-le-jin-fa 加勒金法
jia-le-jin-fang-cheng 加勒金方程
jia-liao-jin 伽辽金
jia-ma-fen-bu 伽玛分布
jia-mi 加密
jia-mian 假面
jia-qiang-lian-xu-xing 加强连续性
jia-quan 加权
jia-quan-bi-jin 加权逼近
jia-quan-bu-deng-shi 加权不等式
jia-quan-can-cha 加权残差
jia-quan-chou-yang 加权抽样
jia-quan-fang-fa 加权方法
jia-quan-ping-jun 加权平均
jia-quan-ping-jun-zhi 加权平均值
jia-quan-quan-zhong 加权权重
jia-quan-suan-shu-ping-jun 加权算术平均
jia-quan-wu-cha 加权误差
jia-quan-zui-xiao-er-cheng-fa 加权最小二乘法
jia-she 假设
jia-she-jian-yan 假设检验
jia-shu 加数
jia-su 加速
jia-su-du 加速度
jia-su-guo-du 加速过度
jia-su-yun-dong 加速运动
jia-te-wei-fen 加特微分
jia-tong-yu-fang-fa 加同余方法
jia-tuo-dao-shu 加托导数
jia-tuo-ke-wei-suan-zi 加托可微算子
jia-xi 加细
jia-xi-wang-ge 加细网格
jia-xing-fan-chou 加性范畴
jia-xing-fan-han-bian-huan 加性泛函变换
jia-xing-guan-xi 加性关系
jia-xing-guo-cheng 加性过程
jia-xing-han-zi 加性函子
jia-xing-ji-han-shu 加性集函数
jia-xing-jian-yan 加性检验
jia-xing-lei 加性类
jia-xing-ni-yuan-su 加性逆元素
jia-xing-shu-lun 加性数论
jia-xing-suan-zi 加性算子
jia-xing-yue-hua 加性约化
jia-yan-chou-jian 加严抽检
jia-yan-san-duan-lun 假言三段论
jia-yan-zong-ti 假言总体
jia-zhi 假值
jia-zhi-lun 价值论
jian-bing-he 简并核
jian-ce-gai-lv 检测概率
jian-cha-he 检查和
jian-ci-zhen 减次阵
jian-dan-bi-qu-xian 简单闭曲线
jian-dan-bo 简单波
jian-dan-chou-yang 简单抽样
jian-dan-da-ba-fa 简单打靶法
jian-dan-dao-lu 简单道路
jian-dan-dui-ce 简单对策
jian-dan-dui-xiang 简单对象
jian-dan-duo-bian-xing 简单多边形
jian-dan-duo-mian-ti 简单多面体
jian-dan-hu 简单弧
jian-dan-hui-gui 简单回归
jian-dan-ji 简单积
jian-dan-ji-shu 简单级数
jian-dan-jia-she 简单假设
jian-dan-lei-xing-lun 简单类型论
jian-dan-lian 简单链
jian-dan-lian-fen-shu 简单连分数
jian-dan-liu 简单流
jian-dan-qu-mian 简单曲面
jian-dan-shi-jian 简单事件
jian-dan-si-bian-xing 简单四边形
jian-dan-sui-ji-chou-yang 简单随机抽样
jian-dan-sui-ji-yang-ben 简单随机样本
jian-dan-te-zhan 简单特盏
jian-dan-te-zhen 简单特贞
jian-dan-tu 简单图
jian-dan-wei-dao 简单围道
jian-dan-xun-huan 简单循环
jian-dan-yang-ben 简单样本
jian-dian 尖点
jian-dian-gui-ji 尖点轨迹
jian-dian-qie-xian 尖点切线
jian-dian-xing-shi 尖点形式
jian-ding 检定
jian-du-cheng-xu 监督程序
jian-duan 间断
jian-duan-dian 间断点
jian-duan-fen-jie 间断分解
jian-duan-jie 间断解
jian-fa 减法
jian-fen-shu 简分数
jian-feng-tai-fen-bu 尖峰态分布
jian-gu-jian-ding 坚固检定
jian-gu-tong-ji-liang 坚固统计量
jian-gu-xing 坚固性
jian-han-shu 减函数
jian-hao 减号
jian-hua 简化
jian-hua-chu-zi 简化除子
jian-hua-fan 简化范
jian-hua-fang-cheng 简化方程
jian-hua-fen-shu 简化分数
jian-hua-gui-ze 简化规则
jian-hua-ji 简化迹
jian-hua-niu-dun-fa 简化牛顿法
jian-hua-ti-du-fa 简化梯度法
jian-jie-chou-yang 间接抽样
jian-jie-shu-zhi-fa 间接数值法
jian-jie-zheng-ming 间接证明
